,path,dim,h,w
20,D:/Dataset/cubicasa5k//high_quality_architectural/5628/model.svg,"('1408.889991760254', '1391.0500946044922')",1408.889991760254,1391.0500946044922
21,D:/Dataset/cubicasa5k//high_quality_architectural/7595/model.svg,"('925.510009765625', '1420.6310787200928')",925.510009765625,1420.6310787200928
22,D:/Dataset/cubicasa5k//high_quality_architectural/816/model.svg,"('1136.1899948120117', '1037.3990173339844')",1136.1899948120117,1037.3990173339844
23,D:/Dataset/cubicasa5k//high_quality_architectural/7072/model.svg,"('1209.990029335022', '2047.8524017333984')",1209.990029335022,2047.8524017333984
24,D:/Dataset/cubicasa5k//high_quality_architectural/9946/model.svg,"('1701.5100326538086', '2092.03369140625')",1701.5100326538086,2092.03369140625
25,D:/Dataset/cubicasa5k//high_quality_architectural/7885/model.svg,"('1271.2100095748901', '1718.7900314331055')",1271.2100095748901,1718.7900314331055
26,D:/Dataset/cubicasa5k//high_quality_architectural/8121/model.svg,"('1161.1798934936523', '1024.380012512207')",1161.1798934936523,1024.380012512207
27,D:/Dataset/cubicasa5k//high_quality_architectural/8422/model.svg,"('1288.9699478149414', '1790.4899444580078')",1288.9699478149414,1790.4899444580078
28,D:/Dataset/cubicasa5k//high_quality_architectural/935/model.svg,"('1593.6399765014648', '655.5999851226807')",1593.6399765014648,655.5999851226807
29,D:/Dataset/cubicasa5k//high_quality_architectural/7748/model.svg,"('1491.3900299072266', '733.8400464057922')",1491.3900299072266,733.8400464057922
30,D:/Dataset/cubicasa5k//high_quality_architectural/8184/model.svg,"('1127.689956665039', '780.849967956543')",1127.689956665039,780.849967956543
31,D:/Dataset/cubicasa5k//high_quality_architectural/8368/model.svg,"('1464.890037536621', '1962.1099319458008')",1464.890037536621,1962.1099319458008
32,D:/Dataset/cubicasa5k//high_quality_architectural/1834/model.svg,"('900.8199501037598', '1366.6800994873047')",900.8199501037598,1366.6800994873047
33,D:/Dataset/cubicasa5k//high_quality_architectural/6588/model.svg,"('1484.6301498413086', '1754.5049743652344')",1484.6301498413086,1754.5049743652344
34,D:/Dataset/cubicasa5k//high_quality_architectural/451/model.svg,"('1344.9899997711182', '1636.6199645996094')",1344.9899997711182,1636.6199645996094
35,D:/Dataset/cubicasa5k//high_quality_architectural/2142/model.svg,"('1300.9800338745117', '764.5200309753418')",1300.9800338745117,764.5200309753418
36,D:/Dataset/cubicasa5k//high_quality_architectural/4509/model.svg,"('979.410026550293', '1283.1618347167969')",979.410026550293,1283.1618347167969
37,D:/Dataset/cubicasa5k//high_quality_architectural/1199/model.svg,"('2414.4999237060547', '1449.7699584960938')",2414.4999237060547,1449.7699584960938
38,D:/Dataset/cubicasa5k//high_quality_architectural/959/model.svg,"('1420.4600830078125', '743.1899795532227')",1420.4600830078125,743.1899795532227
39,D:/Dataset/cubicasa5k//high_quality_architectural/784/model.svg,"('1293.390043258667', '1530.439956665039')",1293.390043258667,1530.439956665039
40,D:/Dataset/cubicasa5k//high_quality_architectural/3937/model.svg,"('842.7715454101562', '1153.3300666809082')",842.7715454101562,1153.3300666809082
41,D:/Dataset/cubicasa5k//high_quality_architectural/9229/model.svg,"('1239.4948806762695', '2095.719955444336')",1239.4948806762695,2095.719955444336
42,D:/Dataset/cubicasa5k//high_quality_architectural/898/model.svg,"('1593.1300048828125', '2465.580078125')",1593.1300048828125,2465.580078125
43,D:/Dataset/cubicasa5k//high_quality_architectural/3718/model.svg,"('1652.9598999023438', '1472.800048828125')",1652.9598999023438,1472.800048828125
44,D:/Dataset/cubicasa5k//high_quality_architectural/9705/model.svg,"('756.9600448608398', '1530.2599563598633')",756.9600448608398,1530.2599563598633
45,D:/Dataset/cubicasa5k//high_quality_architectural/5785/model.svg,"('1276.910057067871', '1783.8357696533203')",1276.910057067871,1783.8357696533203
46,D:/Dataset/cubicasa5k//high_quality_architectural/1860/model.svg,"('1303.3000106811523', '2091.310157775879')",1303.3000106811523,2091.310157775879
47,D:/Dataset/cubicasa5k//high_quality_architectural/6626/model.svg,"('1663.6898803710938', '1866.5600891113281')",1663.6898803710938,1866.5600891113281
48,D:/Dataset/cubicasa5k//high_quality_architectural/8091/model.svg,"('798.2500152587891', '808.2199783325195')",798.2500152587891,808.2199783325195
49,D:/Dataset/cubicasa5k//high_quality_architectural/8246/model.svg,"('1360.540023803711', '848.1204986572266')",1360.540023803711,848.1204986572266
50,D:/Dataset/cubicasa5k//high_quality_architectural/8155/model.svg,"('2289.029990196228', '1534.9300003051758')",2289.029990196228,1534.9300003051758
51,D:/Dataset/cubicasa5k//high_quality_architectural/8734/model.svg,"('1310.8900604248047', '2386.9908752441406')",1310.8900604248047,2386.9908752441406
52,D:/Dataset/cubicasa5k//high_quality_architectural/6445/model.svg,"('1858.000014781952', '1392.9800338745117')",1858.000014781952,1392.9800338745117
53,D:/Dataset/cubicasa5k//high_quality_architectural/9275/model.svg,"('1378.9399108886719', '938.8699836730957')",1378.9399108886719,938.8699836730957
54,D:/Dataset/cubicasa5k//high_quality_architectural/1160/model.svg,"('1860.6700820922852', '1201.4314270019531')",1860.6700820922852,1201.4314270019531
55,D:/Dataset/cubicasa5k//high_quality_architectural/9678/model.svg,"('936.8599548339844', '1013.7361068725586')",936.8599548339844,1013.7361068725586
56,D:/Dataset/cubicasa5k//high_quality_architectural/336/model.svg,"('1291.6700057983398', '1394.5500183105469')",1291.6700057983398,1394.5500183105469
57,D:/Dataset/cubicasa5k//high_quality_architectural/559/model.svg,"('1322.7900085449219', '2869.970703125')",1322.7900085449219,2869.970703125
58,D:/Dataset/cubicasa5k//high_quality_architectural/3778/model.svg,"('827.3699722290039', '933.7700119018555')",827.3699722290039,933.7700119018555
59,D:/Dataset/cubicasa5k//high_quality_architectural/5788/model.svg,"('1826.2499694824219', '776.890007019043')",1826.2499694824219,776.890007019043
60,D:/Dataset/cubicasa5k//high_quality_architectural/9327/model.svg,"('1648.380012512207', '1842.7199325561523')",1648.380012512207,1842.7199325561523
61,D:/Dataset/cubicasa5k//high_quality_architectural/5677/model.svg,"('1139.2000732421875', '1549.499984741211')",1139.2000732421875,1549.499984741211
62,D:/Dataset/cubicasa5k//high_quality_architectural/9099/model.svg,"('2209.490020751953', '1735.8200378417969')",2209.490020751953,1735.8200378417969
63,D:/Dataset/cubicasa5k//high_quality_architectural/1321/model.svg,"('1470.1201934814453', '1966.2699890136719')",1470.1201934814453,1966.2699890136719
64,D:/Dataset/cubicasa5k//high_quality_architectural/7668/model.svg,"('1394.569969177246', '890.6600112915039')",1394.569969177246,890.6600112915039
65,D:/Dataset/cubicasa5k//high_quality_architectural/1694/model.svg,"('1387.7400436401367', '1012.570484161377')",1387.7400436401367,1012.570484161377
66,D:/Dataset/cubicasa5k//high_quality_architectural/9626/model.svg,"('1332.2599792480469', '1995.9699478149414')",1332.2599792480469,1995.9699478149414
67,D:/Dataset/cubicasa5k//high_quality_architectural/4831/model.svg,"('873.3699645996094', '1428.0133819580078')",873.3699645996094,1428.0133819580078
68,D:/Dataset/cubicasa5k//high_quality_architectural/2000/model.svg,"('1179.1600494384766', '1859.150650024414')",1179.1600494384766,1859.150650024414
69,D:/Dataset/cubicasa5k//high_quality_architectural/1581/model.svg,"('1202.3799743652344', '957.359992980957')",1202.3799743652344,957.359992980957
70,D:/Dataset/cubicasa5k//high_quality_architectural/9620/model.svg,"('1324.3100891113281', '2061.352554321289')",1324.3100891113281,2061.352554321289
71,D:/Dataset/cubicasa5k//high_quality_architectural/9650/model.svg,"('1335.8900184631348', '2629.9499435424805')",1335.8900184631348,2629.9499435424805
72,D:/Dataset/cubicasa5k//high_quality_architectural/3124/model.svg,"('720.2800064086914', '1168.9155044555664')",720.2800064086914,1168.9155044555664
73,D:/Dataset/cubicasa5k//high_quality_architectural/6220/model.svg,"('767.6100769042969', '1328.712001800537')",767.6100769042969,1328.712001800537
74,D:/Dataset/cubicasa5k//high_quality_architectural/6349/model.svg,"('1032.420066833496', '912.7692699432373')",1032.420066833496,912.7692699432373
75,D:/Dataset/cubicasa5k//high_quality_architectural/530/model.svg,"('821.7999973297119', '599.4799613952637')",821.7999973297119,599.4799613952637
76,D:/Dataset/cubicasa5k//high_quality_architectural/1316/model.svg,"('1069.2299499511719', '657.0692291259766')",1069.2299499511719,657.0692291259766
77,D:/Dataset/cubicasa5k//high_quality_architectural/8258/model.svg,"('1590.1800346374512', '1127.8764457702637')",1590.1800346374512,1127.8764457702637
78,D:/Dataset/cubicasa5k//high_quality_architectural/8424/model.svg,"('796.4200057983398', '1542.1312561035156')",796.4200057983398,1542.1312561035156
79,D:/Dataset/cubicasa5k//high_quality_architectural/1933/model.svg,"('801.6599884033203', '1191.0000381469727')",801.6599884033203,1191.0000381469727
80,D:/Dataset/cubicasa5k//high_quality_architectural/9460/model.svg,"('1028.3299827575684', '1194.5026950836182')",1028.3299827575684,1194.5026950836182
81,D:/Dataset/cubicasa5k//high_quality_architectural/2030/model.svg,"('1299.0000457763672', '969.2499847412109')",1299.0000457763672,969.2499847412109
82,D:/Dataset/cubicasa5k//high_quality_architectural/1397/model.svg,"('1594.6000862121582', '1656.250114440918')",1594.6000862121582,1656.250114440918
83,D:/Dataset/cubicasa5k//high_quality_architectural/7050/model.svg,"('842.97998046875', '1490.6728210449219')",842.97998046875,1490.6728210449219
84,D:/Dataset/cubicasa5k//high_quality_architectural/848/model.svg,"('1197.2107391357422', '1712.3316040039062')",1197.2107391357422,1712.3316040039062
85,D:/Dataset/cubicasa5k//high_quality_architectural/7835/model.svg,"('733.2400074005127', '1234.9700050354004')",733.2400074005127,1234.9700050354004
86,D:/Dataset/cubicasa5k//high_quality_architectural/954/model.svg,"('1551.2800579071045', '2339.836919784546')",1551.2800579071045,2339.836919784546
87,D:/Dataset/cubicasa5k//high_quality_architectural/9138/model.svg,"('731.8099746704102', '1131.5199737548828')",731.8099746704102,1131.5199737548828
88,D:/Dataset/cubicasa5k//high_quality_architectural/9465/model.svg,"('2373.0900268554688', '1513.850112915039')",2373.0900268554688,1513.850112915039
89,D:/Dataset/cubicasa5k//high_quality_architectural/6266/model.svg,"('945.1300029754639', '1537.3871612548828')",945.1300029754639,1537.3871612548828
90,D:/Dataset/cubicasa5k//high_quality_architectural/8416/model.svg,"('1426.3606719970703', '1968.4599151611328')",1426.3606719970703,1968.4599151611328
91,D:/Dataset/cubicasa5k//high_quality_architectural/6665/model.svg,"('997.7000274658203', '858.2121810913086')",997.7000274658203,858.2121810913086
92,D:/Dataset/cubicasa5k//high_quality_architectural/1030/model.svg,"('1395.8100318908691', '1326.4699249267578')",1395.8100318908691,1326.4699249267578
93,D:/Dataset/cubicasa5k//high_quality_architectural/9097/model.svg,"('2061.580108642578', '1872.5697784423828')",2061.580108642578,1872.5697784423828
94,D:/Dataset/cubicasa5k//high_quality_architectural/6672/model.svg,"('932.219970703125', '600.9799928665161')",932.219970703125,600.9799928665161
95,D:/Dataset/cubicasa5k//high_quality_architectural/851/model.svg,"('923.0200157165527', '1328.1383352279663')",923.0200157165527,1328.1383352279663
96,D:/Dataset/cubicasa5k//high_quality_architectural/1169/model.svg,"('780.4999847412109', '1180.849998474121')",780.4999847412109,1180.849998474121
97,D:/Dataset/cubicasa5k//high_quality_architectural/748/model.svg,"('1284.4300842285156', '972.7743988037109')",1284.4300842285156,972.7743988037109
98,D:/Dataset/cubicasa5k//high_quality_architectural/534/model.svg,"('698.4600448608398', '762.9299087524414')",698.4600448608398,762.9299087524414
99,D:/Dataset/cubicasa5k//high_quality_architectural/8139/model.svg,"('952.3800354003906', '1878.43994140625')",952.3800354003906,1878.43994140625
100,D:/Dataset/cubicasa5k//high_quality_architectural/1491/model.svg,"('850.7700042724609', '1288.420021057129')",850.7700042724609,1288.420021057129
101,D:/Dataset/cubicasa5k//high_quality_architectural/3604/model.svg,"('2353.4598693847656', '3290.9702758789062')",2353.4598693847656,3290.9702758789062
102,D:/Dataset/cubicasa5k//high_quality_architectural/9945/model.svg,"('1170.2200164794922', '1406.0256576538086')",1170.2200164794922,1406.0256576538086
103,D:/Dataset/cubicasa5k//high_quality_architectural/6030/model.svg,"('1067.849983215332', '930.9345474243164')",1067.849983215332,930.9345474243164
104,D:/Dataset/cubicasa5k//high_quality_architectural/1700/model.svg,"('1776.109962463379', '1212.2600326538086')",1776.109962463379,1212.2600326538086
105,D:/Dataset/cubicasa5k//high_quality_architectural/78/model.svg,"('1276.5399780273438', '2343.340133666992')",1276.5399780273438,2343.340133666992
106,D:/Dataset/cubicasa5k//high_quality_architectural/9027/model.svg,"('812.7799758911133', '1051.4799880981445')",812.7799758911133,1051.4799880981445
107,D:/Dataset/cubicasa5k//high_quality_architectural/7802/model.svg,"('1860.7199745178223', '2191.8591232299805')",1860.7199745178223,2191.8591232299805
108,D:/Dataset/cubicasa5k//high_quality_architectural/8809/model.svg,"('1314.719970703125', '718.3800086975098')",1314.719970703125,718.3800086975098
109,D:/Dataset/cubicasa5k//high_quality_architectural/9557/model.svg,"('942.6799621582031', '1467.614242553711')",942.6799621582031,1467.614242553711
110,D:/Dataset/cubicasa5k//high_quality_architectural/8741/model.svg,"('2367.550064086914', '1120.4330596923828')",2367.550064086914,1120.4330596923828
111,D:/Dataset/cubicasa5k//high_quality_architectural/8100/model.svg,"('1366.290054321289', '1490.4699249267578')",1366.290054321289,1490.4699249267578
112,D:/Dataset/cubicasa5k//high_quality_architectural/4790/model.svg,"('1311.729965209961', '811.9699630737305')",1311.729965209961,811.9699630737305
113,D:/Dataset/cubicasa5k//high_quality_architectural/9633/model.svg,"('814.1399250030518', '832.8199787139893')",814.1399250030518,832.8199787139893
114,D:/Dataset/cubicasa5k//high_quality_architectural/1207/model.svg,"('1248.5200119018555', '1923.3407745361328')",1248.5200119018555,1923.3407745361328
115,D:/Dataset/cubicasa5k//high_quality_architectural/1579/model.svg,"('1326.4999465942383', '1747.9300422668457')",1326.4999465942383,1747.9300422668457
116,D:/Dataset/cubicasa5k//high_quality_architectural/7532/model.svg,"('1577.4599609375', '1385.796371459961')",1577.4599609375,1385.796371459961
117,D:/Dataset/cubicasa5k//high_quality_architectural/4906/model.svg,"('1173.220874786377', '824.4099960327148')",1173.220874786377,824.4099960327148
118,D:/Dataset/cubicasa5k//high_quality_architectural/2055/model.svg,"('1366.7599716186523', '1063.1360931396484')",1366.7599716186523,1063.1360931396484
119,D:/Dataset/cubicasa5k//high_quality_architectural/5887/model.svg,"('1294.3599853515625', '2083.879913330078')",1294.3599853515625,2083.879913330078
120,D:/Dataset/cubicasa5k//high_quality_architectural/1763/model.svg,"('1529.3357238769531', '968.8934478759766')",1529.3357238769531,968.8934478759766
121,D:/Dataset/cubicasa5k//high_quality_architectural/3118/model.svg,"('2218.134765625', '1543.4996337890625')",2218.134765625,1543.4996337890625
122,D:/Dataset/cubicasa5k//high_quality_architectural/9262/model.svg,"('1098.719985961914', '1716.353012084961')",1098.719985961914,1716.353012084961
123,D:/Dataset/cubicasa5k//high_quality_architectural/7805/model.svg,"('948.570011138916', '688.9299850463867')",948.570011138916,688.9299850463867
124,D:/Dataset/cubicasa5k//high_quality_architectural/4064/model.svg,"('1298.2099914550781', '1768.9035949707031')",1298.2099914550781,1768.9035949707031
125,D:/Dataset/cubicasa5k//high_quality_architectural/1426/model.svg,"('858.920051574707', '1489.4399108886719')",858.920051574707,1489.4399108886719
126,D:/Dataset/cubicasa5k//high_quality_architectural/5061/model.svg,"('834.2100343704224', '1392.6231880187988')",834.2100343704224,1392.6231880187988
127,D:/Dataset/cubicasa5k//high_quality_architectural/8803/model.svg,"('1276.3500061035156', '815.2800445556641')",1276.3500061035156,815.2800445556641
128,D:/Dataset/cubicasa5k//high_quality_architectural/6334/model.svg,"('739.010009765625', '1339.3717803955078')",739.010009765625,1339.3717803955078
129,D:/Dataset/cubicasa5k//high_quality_architectural/6300/model.svg,"('1152.5799560546875', '890.0599822998047')",1152.5799560546875,890.0599822998047
130,D:/Dataset/cubicasa5k//high_quality_architectural/4821/model.svg,"('1448.0400772094727', '1096.6199951171875')",1448.0400772094727,1096.6199951171875
131,D:/Dataset/cubicasa5k//high_quality_architectural/8569/model.svg,"('1285.9799346923828', '1835.710823059082')",1285.9799346923828,1835.710823059082
132,D:/Dataset/cubicasa5k//high_quality_architectural/6368/model.svg,"('1670.860008239746', '962.3899917602539')",1670.860008239746,962.3899917602539
133,D:/Dataset/cubicasa5k//high_quality_architectural/3649/model.svg,"('1129.9412460327148', '1674.7400207519531')",1129.9412460327148,1674.7400207519531
134,D:/Dataset/cubicasa5k//high_quality_architectural/3204/model.svg,"('1716.5600242614746', '1002.4699630737305')",1716.5600242614746,1002.4699630737305
135,D:/Dataset/cubicasa5k//high_quality_architectural/1014/model.svg,"('1813.3599243164062', '2458.9900512695312')",1813.3599243164062,2458.9900512695312
136,D:/Dataset/cubicasa5k//high_quality_architectural/253/model.svg,"('2003.9626922607422', '2801.3401794433594')",2003.9626922607422,2801.3401794433594
137,D:/Dataset/cubicasa5k//high_quality_architectural/4897/model.svg,"('1850.1299743652344', '2406.7100219726562')",1850.1299743652344,2406.7100219726562
138,D:/Dataset/cubicasa5k//high_quality_architectural/3115/model.svg,"('785.9199829101562', '1472.8599662780762')",785.9199829101562,1472.8599662780762
139,D:/Dataset/cubicasa5k//high_quality_architectural/3867/model.svg,"('1225.7898559570312', '1119.1600341796875')",1225.7898559570312,1119.1600341796875
140,D:/Dataset/cubicasa5k//high_quality_architectural/9521/model.svg,"('838.2299709320068', '1439.367832183838')",838.2299709320068,1439.367832183838
141,D:/Dataset/cubicasa5k//high_quality_architectural/3039/model.svg,"('2880.7599334716797', '1756.3199768066406')",2880.7599334716797,1756.3199768066406
142,D:/Dataset/cubicasa5k//high_quality_architectural/5062/model.svg,"('1339.1499938964844', '2007.1106719970703')",1339.1499938964844,2007.1106719970703
143,D:/Dataset/cubicasa5k//high_quality_architectural/5159/model.svg,"('1369.920078277588', '1565.748706817627')",1369.920078277588,1565.748706817627
144,D:/Dataset/cubicasa5k//high_quality_architectural/5505/model.svg,"('804.6299819946289', '799.1000061035156')",804.6299819946289,799.1000061035156
145,D:/Dataset/cubicasa5k//high_quality_architectural/4955/model.svg,"('1198.1999206542969', '1190.9014472961426')",1198.1999206542969,1190.9014472961426
146,D:/Dataset/cubicasa5k//high_quality_architectural/4903/model.svg,"('1323.8600463867188', '1000.9319000244141')",1323.8600463867188,1000.9319000244141
147,D:/Dataset/cubicasa5k//high_quality_architectural/498/model.svg,"('1229.1600646972656', '611.6982231140137')",1229.1600646972656,611.6982231140137
148,D:/Dataset/cubicasa5k//high_quality_architectural/93/model.svg,"('938.2000350952148', '1393.4100341796875')",938.2000350952148,1393.4100341796875
149,D:/Dataset/cubicasa5k//high_quality_architectural/5715/model.svg,"('1105.510004043579', '878.7481422424316')",1105.510004043579,878.7481422424316
150,D:/Dataset/cubicasa5k//high_quality_architectural/9805/model.svg,"('1281.609992980957', '685.5758094787598')",1281.609992980957,685.5758094787598
151,D:/Dataset/cubicasa5k//high_quality_architectural/8129/model.svg,"('837.2399673461914', '1437.5534973144531')",837.2399673461914,1437.5534973144531
152,D:/Dataset/cubicasa5k//high_quality_architectural/986/model.svg,"('1214.0600814819336', '1793.4599914550781')",1214.0600814819336,1793.4599914550781
153,D:/Dataset/cubicasa5k//high_quality_architectural/5530/model.svg,"('1357.5099868774414', '945.3979415893555')",1357.5099868774414,945.3979415893555
154,D:/Dataset/cubicasa5k//high_quality_architectural/381/model.svg,"('1356.9800186157227', '1495.1800537109375')",1356.9800186157227,1495.1800537109375
155,D:/Dataset/cubicasa5k//high_quality_architectural/233/model.svg,"('648.6911849975586', '931.5801467895508')",648.6911849975586,931.5801467895508
156,D:/Dataset/cubicasa5k//high_quality_architectural/8609/model.svg,"('922.0699710845947', '747.4252681732178')",922.0699710845947,747.4252681732178
157,D:/Dataset/cubicasa5k//high_quality_architectural/616/model.svg,"('1344.610019683838', '848.3532562255859')",1344.610019683838,848.3532562255859
158,D:/Dataset/cubicasa5k//high_quality_architectural/710/model.svg,"('1520.0300102233887', '888.2738876342773')",1520.0300102233887,888.2738876342773
159,D:/Dataset/cubicasa5k//high_quality_architectural/4866/model.svg,"('1345.7900161743164', '643.5199966430664')",1345.7900161743164,643.5199966430664
160,D:/Dataset/cubicasa5k//high_quality_architectural/8687/model.svg,"('1170.920051574707', '1177.6999816894531')",1170.920051574707,1177.6999816894531
161,D:/Dataset/cubicasa5k//high_quality_architectural/956/model.svg,"('1404.2600021362305', '770.5999851226807')",1404.2600021362305,770.5999851226807
162,D:/Dataset/cubicasa5k//high_quality_architectural/5791/model.svg,"('2303.079990386963', '1922.9999771118164')",2303.079990386963,1922.9999771118164
163,D:/Dataset/cubicasa5k//high_quality_architectural/1888/model.svg,"('1019.140007019043', '1088.9200592041016')",1019.140007019043,1088.9200592041016
164,D:/Dataset/cubicasa5k//high_quality_architectural/6076/model.svg,"('1727.8199768066406', '1373.2199401855469')",1727.8199768066406,1373.2199401855469
165,D:/Dataset/cubicasa5k//high_quality_architectural/8745/model.svg,"('1232.5000305175781', '1415.4709014892578')",1232.5000305175781,1415.4709014892578
166,D:/Dataset/cubicasa5k//high_quality_architectural/5885/model.svg,"('787.880012512207', '1114.1299457550049')",787.880012512207,1114.1299457550049
167,D:/Dataset/cubicasa5k//high_quality_architectural/13/model.svg,"('1040.3400859832764', '1501.967456817627')",1040.3400859832764,1501.967456817627
168,D:/Dataset/cubicasa5k//high_quality_architectural/2588/model.svg,"('1288.2299346923828', '1540.8887214660645')",1288.2299346923828,1540.8887214660645
169,D:/Dataset/cubicasa5k//high_quality_architectural/6352/model.svg,"('1347.1412963867188', '596.950008392334')",1347.1412963867188,596.950008392334
170,D:/Dataset/cubicasa5k//high_quality_architectural/1843/model.svg,"('927.9300079345703', '1380.121250152588')",927.9300079345703,1380.121250152588
171,D:/Dataset/cubicasa5k//high_quality_architectural/3637/model.svg,"('793.7899932861328', '629.4300193786621')",793.7899932861328,629.4300193786621
172,D:/Dataset/cubicasa5k//high_quality_architectural/908/model.svg,"('1494.3900089263916', '1048.4499244689941')",1494.3900089263916,1048.4499244689941
173,D:/Dataset/cubicasa5k//high_quality_architectural/7624/model.svg,"('1501.1100463867188', '1171.388328552246')",1501.1100463867188,1171.388328552246
174,D:/Dataset/cubicasa5k//high_quality_architectural/3844/model.svg,"('881.5000228881836', '1292.703519821167')",881.5000228881836,1292.703519821167
175,D:/Dataset/cubicasa5k//high_quality_architectural/6541/model.svg,"('674.9199752807617', '622.4751815795898')",674.9199752807617,622.4751815795898
176,D:/Dataset/cubicasa5k//high_quality_architectural/4782/model.svg,"('892.1700668334961', '1463.3281860351562')",892.1700668334961,1463.3281860351562
177,D:/Dataset/cubicasa5k//high_quality_architectural/9993/model.svg,"('851.9500427246094', '1388.0401000976562')",851.9500427246094,1388.0401000976562
178,D:/Dataset/cubicasa5k//high_quality_architectural/9763/model.svg,"('904.1299781799316', '2011.8799896240234')",904.1299781799316,2011.8799896240234
179,D:/Dataset/cubicasa5k//high_quality_architectural/2176/model.svg,"('1143.7699661254883', '1112.1100234985352')",1143.7699661254883,1112.1100234985352
180,D:/Dataset/cubicasa5k//high_quality_architectural/7857/model.svg,"('783.9000396728516', '1514.7599792480469')",783.9000396728516,1514.7599792480469
181,D:/Dataset/cubicasa5k//high_quality_architectural/6051/model.svg,"('1006.4699592590332', '1172.8600158691406')",1006.4699592590332,1172.8600158691406
182,D:/Dataset/cubicasa5k//high_quality_architectural/1088/model.svg,"('2002.18994140625', '1139.585708618164')",2002.18994140625,1139.585708618164
183,D:/Dataset/cubicasa5k//high_quality_architectural/9318/model.svg,"('1677.6700439453125', '801.3474082946777')",1677.6700439453125,801.3474082946777
184,D:/Dataset/cubicasa5k//high_quality_architectural/4876/model.svg,"('1535.2699947357178', '1833.6999950408936')",1535.2699947357178,1833.6999950408936
185,D:/Dataset/cubicasa5k//high_quality_architectural/8143/model.svg,"('1650.0399894714355', '873.1930198669434')",1650.0399894714355,873.1930198669434
186,D:/Dataset/cubicasa5k//high_quality_architectural/1757/model.svg,"('1704.619987487793', '905.159969329834')",1704.619987487793,905.159969329834
187,D:/Dataset/cubicasa5k//high_quality_architectural/5052/model.svg,"('1212.9100646972656', '928.5800018310547')",1212.9100646972656,928.5800018310547
188,D:/Dataset/cubicasa5k//high_quality_architectural/4825/model.svg,"('1246.0399322509766', '1366.0899505615234')",1246.0399322509766,1366.0899505615234
189,D:/Dataset/cubicasa5k//high_quality_architectural/6660/model.svg,"('780.0300445556641', '791.1900024414062')",780.0300445556641,791.1900024414062
190,D:/Dataset/cubicasa5k//high_quality_architectural/1507/model.svg,"('1675.7803497314453', '1745.6900939941406')",1675.7803497314453,1745.6900939941406
